timestamp_jst,valuation_date,USDJPY,USDJPY_date,US10Y_real_yield,US10Y_real_yield_date,US2Y_treasury,US2Y_treasury_date,SOFR,SOFR_date,USD_2Y_OIS,JPY_2Y_OIS,OIS_spread,USD_2Y2Y_forward,JPY_2Y2Y_forward,Forward_spread,Rate_score,Forward_score,Real_yield_score,Momentum_score,Macro_score,Regime,data_note
2026-08-16T05:21:36.201936+09:00,2026-08-16,159.30499267578125,2026-08-15,0.0239,2026-08-13,0.0415,2026-08-13,0.0362,2026-08-13,0.03649831543593707,0.010776092038364604,0.025722223397572463,0.03229493981846443,0.015263953163422661,0.01703098665504177,0.16059960005773793,-1.0305229231270019,2.146019922969489,-1.6425954915976149,-0.03952872764010601,NEUTRAL,"FRED and Yahoo Finance are live data. OIS curves are currently built from data/usd_ois_quotes.csv and data/jpy_ois_quotes.csv. OIS_spread and Forward_spread are stored in output/ois_history.csv. When history length reaches 30 rows, Rate_score and Forward_score use historical z-scores. Until then, fallback scaling is used."
